,alpha,beta,m_connections,index_cases,graph,rmse
4054,0.18,0.05,100,3,barabasi_albert_graph_100,236.21627964480086
3651,0.26,0.12,100,3,barabasi_albert_graph_100,236.24218342787393
3742,0.24,0.2,100,3,barabasi_albert_graph_100,236.33161187033522
4003,0.18,0.56,100,3,barabasi_albert_graph_100,236.50487066052963
3648,0.26,0.15,100,3,barabasi_albert_graph_100,236.51017216699483
3743,0.24,0.19,100,3,barabasi_albert_graph_100,236.59507765215818
3853,0.22,0.08,100,3,barabasi_albert_graph_100,236.95491294596692
4059,0.16,0.99,100,3,barabasi_albert_graph_100,237.04942684855993
4060,0.16,0.98,100,3,barabasi_albert_graph_100,237.25891407424993
3650,0.26,0.13,100,3,barabasi_albert_graph_100,237.2934405395078
4061,0.16,0.97,100,3,barabasi_albert_graph_100,237.59310725562855
3925,0.2,0.35000000000000003,100,3,barabasi_albert_graph_100,237.87231545839558
3953,0.2,0.07,100,3,barabasi_albert_graph_100,237.91457743031668
3836,0.22,0.25,100,3,barabasi_albert_graph_100,237.95555499682322
3746,0.24,0.16,100,3,barabasi_albert_graph_100,237.97727751906191
3744,0.24,0.18,100,3,barabasi_albert_graph_100,238.00326436028948
3835,0.22,0.26,100,3,barabasi_albert_graph_100,238.11916861424336
3649,0.26,0.14,100,3,barabasi_albert_graph_100,238.12038002786613
4008,0.18,0.51,100,3,barabasi_albert_graph_100,238.1756785361466
4006,0.18,0.53,100,3,barabasi_albert_graph_100,238.2535172070676
4062,0.16,0.96,100,3,barabasi_albert_graph_100,238.25384006914203
3745,0.24,0.17,100,3,barabasi_albert_graph_100,238.2641391397371
4068,0.16,0.9,100,3,barabasi_albert_graph_100,238.28633389910746
4005,0.18,0.54,100,3,barabasi_albert_graph_100,238.28738305474113
4004,0.18,0.55,100,3,barabasi_albert_graph_100,238.30767120226355
4064,0.16,0.9400000000000001,100,3,barabasi_albert_graph_100,238.33431593844423
3927,0.2,0.33,100,3,barabasi_albert_graph_100,238.40792449400348
4063,0.16,0.9500000000000001,100,3,barabasi_albert_graph_100,238.4334933880531
4067,0.16,0.91,100,3,barabasi_albert_graph_100,238.45710789928722
4065,0.16,0.93,100,3,barabasi_albert_graph_100,238.55291301447633
3926,0.2,0.34,100,3,barabasi_albert_graph_100,238.597488541815
3838,0.22,0.23,100,3,barabasi_albert_graph_100,238.63280450226324
4066,0.16,0.92,100,3,barabasi_albert_graph_100,238.694848644102
3928,0.2,0.32,100,3,barabasi_albert_graph_100,238.76641304840177
4007,0.18,0.52,100,3,barabasi_albert_graph_100,238.79688826731777
3748,0.24,0.14,100,3,barabasi_albert_graph_100,238.96779634985901
3837,0.22,0.24,100,3,barabasi_albert_graph_100,239.12759709474707
4009,0.18,0.5,100,3,barabasi_albert_graph_100,239.43857410457233
3852,0.22,0.09,100,3,barabasi_albert_graph_100,239.52298749485726
3749,0.24,0.13,100,3,barabasi_albert_graph_100,239.90491706250882
4010,0.18,0.49,100,3,barabasi_albert_graph_100,239.9887978154878
3839,0.22,0.22,100,3,barabasi_albert_graph_100,240.0390993791829
4070,0.16,0.88,100,3,barabasi_albert_graph_100,240.0896146794423
4013,0.18,0.46,100,3,barabasi_albert_graph_100,240.15462967397931
4011,0.18,0.48,100,3,barabasi_albert_graph_100,240.16724941654243
3752,0.24,0.1,100,3,barabasi_albert_graph_100,240.23706240679468
3929,0.2,0.31,100,3,barabasi_albert_graph_100,240.5364997091038
4071,0.16,0.87,100,3,barabasi_albert_graph_100,240.53846645838968
4053,0.18,0.06,100,3,barabasi_albert_graph_100,240.55786126290826
4069,0.16,0.89,100,3,barabasi_albert_graph_100,240.57918894585657
3750,0.24,0.12,100,3,barabasi_albert_graph_100,240.63232406436046
4072,0.16,0.86,100,3,barabasi_albert_graph_100,240.760509795363
4012,0.18,0.47000000000000003,100,3,barabasi_albert_graph_100,240.76135646990937
4014,0.18,0.45,100,3,barabasi_albert_graph_100,240.77344921347506
3841,0.22,0.2,100,3,barabasi_albert_graph_100,240.96341886429408
4074,0.16,0.84,100,3,barabasi_albert_graph_100,241.00315988991323
3930,0.2,0.3,100,3,barabasi_albert_graph_100,241.2112862520836
4073,0.16,0.85,100,3,barabasi_albert_graph_100,241.21675538179986
3842,0.22,0.19,100,3,barabasi_albert_graph_100,241.33859074879712
3840,0.22,0.21,100,3,barabasi_albert_graph_100,241.3759754790471
4075,0.16,0.8300000000000001,100,3,barabasi_albert_graph_100,241.42155916729814
3747,0.24,0.15,100,3,barabasi_albert_graph_100,241.43240812349052
4076,0.16,0.8200000000000001,100,3,barabasi_albert_graph_100,241.55174632746116
3931,0.2,0.29,100,3,barabasi_albert_graph_100,241.56021705061136
4016,0.18,0.43,100,3,barabasi_albert_graph_100,241.5780491811163
4015,0.18,0.44,100,3,barabasi_albert_graph_100,241.6332408360304
3751,0.24,0.11,100,3,barabasi_albert_graph_100,241.7872236874015
3843,0.22,0.18,100,3,barabasi_albert_graph_100,242.00128734559053
4077,0.16,0.81,100,3,barabasi_albert_graph_100,242.09726271766192
3851,0.22,0.1,100,3,barabasi_albert_graph_100,242.26161955145167
4078,0.16,0.8,100,3,barabasi_albert_graph_100,242.32489316236962
4018,0.18,0.41000000000000003,100,3,barabasi_albert_graph_100,242.627397146641
3932,0.2,0.28,100,3,barabasi_albert_graph_100,242.6667230205626
4079,0.16,0.79,100,3,barabasi_albert_graph_100,242.94451724938858
4154,0.16,0.04,100,3,barabasi_albert_graph_100,243.00501735877484
4081,0.16,0.77,100,3,barabasi_albert_graph_100,243.1700259868834
3952,0.2,0.08,100,3,barabasi_albert_graph_100,243.3200646189168
4080,0.16,0.78,100,3,barabasi_albert_graph_100,243.34731431559993
4082,0.16,0.76,100,3,barabasi_albert_graph_100,243.3484680927269
4017,0.18,0.42,100,3,barabasi_albert_graph_100,243.39937108824634
4084,0.16,0.74,100,3,barabasi_albert_graph_100,243.75750876008533
3844,0.22,0.17,100,3,barabasi_albert_graph_100,243.90453681086598
4083,0.16,0.75,100,3,barabasi_albert_graph_100,243.9883509199064
3845,0.22,0.16,100,3,barabasi_albert_graph_100,243.99598042086362
4085,0.16,0.73,100,3,barabasi_albert_graph_100,244.1056045113388
3933,0.2,0.27,100,3,barabasi_albert_graph_100,244.28929886194675
4019,0.18,0.4,100,3,barabasi_albert_graph_100,244.31198528489378
3935,0.2,0.25,100,3,barabasi_albert_graph_100,244.47650508476585
3847,0.22,0.14,100,3,barabasi_albert_graph_100,244.6903852123835
4086,0.16,0.72,100,3,barabasi_albert_graph_100,244.77859697788435
3934,0.2,0.26,100,3,barabasi_albert_graph_100,244.90723518539392
4020,0.18,0.39,100,3,barabasi_albert_graph_100,245.00153845670818
4021,0.18,0.38,100,3,barabasi_albert_graph_100,245.02717274746365
4088,0.16,0.7000000000000001,100,3,barabasi_albert_graph_100,245.12696866977075
3936,0.2,0.24,100,3,barabasi_albert_graph_100,245.28046740885767
4355,0.12,0.01,100,3,barabasi_albert_graph_100,245.45837811045558
4087,0.16,0.71,100,3,barabasi_albert_graph_100,245.46539784348738
3937,0.2,0.23,100,3,barabasi_albert_graph_100,245.5315270372234
3848,0.22,0.13,100,3,barabasi_albert_graph_100,245.5470814951162
4023,0.18,0.36,100,3,barabasi_albert_graph_100,245.60061388046557
3849,0.22,0.12,100,3,barabasi_albert_graph_100,245.7108838890505
3850,0.22,0.11,100,3,barabasi_albert_graph_100,245.7925485507584
3938,0.2,0.22,100,3,barabasi_albert_graph_100,245.85372449111657
4022,0.18,0.37,100,3,barabasi_albert_graph_100,245.92184499583163
3846,0.22,0.15,100,3,barabasi_albert_graph_100,245.98111247066853
4090,0.16,0.68,100,3,barabasi_albert_graph_100,246.02046506493974
4089,0.16,0.6900000000000001,100,3,barabasi_albert_graph_100,246.1205770786719
4024,0.18,0.35000000000000003,100,3,barabasi_albert_graph_100,246.51342606594318
4094,0.16,0.64,100,3,barabasi_albert_graph_100,246.51592240664698
4093,0.16,0.65,100,3,barabasi_albert_graph_100,246.76722136147163
4091,0.16,0.67,100,3,barabasi_albert_graph_100,247.1361661420372
4092,0.16,0.66,100,3,barabasi_albert_graph_100,247.21191469917215
3940,0.2,0.2,100,3,barabasi_albert_graph_100,247.2817452592519
4095,0.16,0.63,100,3,barabasi_albert_graph_100,247.38641527282468
3951,0.2,0.09,100,3,barabasi_albert_graph_100,247.67040753636832
4025,0.18,0.34,100,3,barabasi_albert_graph_100,247.82273441374923
4052,0.18,0.07,100,3,barabasi_albert_graph_100,247.86278772430026
4153,0.16,0.05,100,3,barabasi_albert_graph_100,248.32374959996196
4027,0.18,0.32,100,3,barabasi_albert_graph_100,248.3737258493895
4099,0.16,0.59,100,3,barabasi_albert_graph_100,248.4339255911225
4100,0.16,0.58,100,3,barabasi_albert_graph_100,248.49884692504494
3942,0.2,0.18,100,3,barabasi_albert_graph_100,248.55199115616094
4098,0.16,0.6,100,3,barabasi_albert_graph_100,248.5719830737784
3950,0.2,0.1,100,3,barabasi_albert_graph_100,248.58217957045915
3939,0.2,0.21,100,3,barabasi_albert_graph_100,248.70029847496858
4026,0.18,0.33,100,3,barabasi_albert_graph_100,248.81254915173514
4096,0.16,0.62,100,3,barabasi_albert_graph_100,248.95323935352877
4097,0.16,0.61,100,3,barabasi_albert_graph_100,248.9858352474015
3941,0.2,0.19,100,3,barabasi_albert_graph_100,249.02347742269663
4101,0.16,0.5700000000000001,100,3,barabasi_albert_graph_100,249.4678335978408
4104,0.16,0.54,100,3,barabasi_albert_graph_100,249.6512028349214
4102,0.16,0.56,100,3,barabasi_albert_graph_100,249.67694511723928
4028,0.18,0.31,100,3,barabasi_albert_graph_100,250.0546555640002
3948,0.2,0.12,100,3,barabasi_albert_graph_100,250.07023628757398
4103,0.16,0.55,100,3,barabasi_albert_graph_100,250.13056590508887
4254,0.14,0.03,100,3,barabasi_albert_graph_100,250.48241148140215
3944,0.2,0.16,100,3,barabasi_albert_graph_100,250.79105615263444
3943,0.2,0.17,100,3,barabasi_albert_graph_100,251.04467883074273
4108,0.16,0.5,100,3,barabasi_albert_graph_100,251.24012418401642
3945,0.2,0.15,100,3,barabasi_albert_graph_100,251.936362538699
4107,0.16,0.51,100,3,barabasi_albert_graph_100,251.9818827431235
4029,0.18,0.3,100,3,barabasi_albert_graph_100,252.02782202947967
4105,0.16,0.53,100,3,barabasi_albert_graph_100,252.13006411526814
4109,0.16,0.49,100,3,barabasi_albert_graph_100,252.22040117569944
3947,0.2,0.13,100,3,barabasi_albert_graph_100,252.28326570314994
3949,0.2,0.11,100,3,barabasi_albert_graph_100,252.41354955707112
4106,0.16,0.52,100,3,barabasi_albert_graph_100,252.5521271402736
4033,0.18,0.26,100,3,barabasi_albert_graph_100,252.78962064865777
4110,0.16,0.48,100,3,barabasi_albert_graph_100,252.85903643669195
4030,0.18,0.29,100,3,barabasi_albert_graph_100,252.8760870161815
3946,0.2,0.14,100,3,barabasi_albert_graph_100,252.91416908326215
4034,0.18,0.25,100,3,barabasi_albert_graph_100,253.16051460258598
4031,0.18,0.28,100,3,barabasi_albert_graph_100,253.3182249205988
4051,0.18,0.08,100,3,barabasi_albert_graph_100,253.4458066788183
4032,0.18,0.27,100,3,barabasi_albert_graph_100,253.91817276740645
4111,0.16,0.47000000000000003,100,3,barabasi_albert_graph_100,253.92406496673522
4035,0.18,0.24,100,3,barabasi_albert_graph_100,254.8506953552941
4113,0.16,0.45,100,3,barabasi_albert_graph_100,254.8929941397732
4114,0.16,0.44,100,3,barabasi_albert_graph_100,255.03717677715446
4116,0.16,0.42,100,3,barabasi_albert_graph_100,255.19530981945212
4037,0.18,0.22,100,3,barabasi_albert_graph_100,255.34078284640586
4112,0.16,0.46,100,3,barabasi_albert_graph_100,255.42978863687165
4115,0.16,0.43,100,3,barabasi_albert_graph_100,255.70614143823525
4039,0.18,0.2,100,3,barabasi_albert_graph_100,255.80193660179896
4152,0.16,0.06,100,3,barabasi_albert_graph_100,256.0831295317387
4118,0.16,0.4,100,3,barabasi_albert_graph_100,256.6522490123103
4036,0.18,0.23,100,3,barabasi_albert_graph_100,256.83960873546084
4117,0.16,0.41000000000000003,100,3,barabasi_albert_graph_100,257.2153542491942
4038,0.18,0.21,100,3,barabasi_albert_graph_100,257.3752722567395
4160,0.14,0.97,100,3,barabasi_albert_graph_100,257.583399488996
4158,0.14,0.99,100,3,barabasi_albert_graph_100,257.6091553556995
4161,0.14,0.96,100,3,barabasi_albert_graph_100,257.62598113126353
4121,0.16,0.37,100,3,barabasi_albert_graph_100,257.65152375312607
4159,0.14,0.98,100,3,barabasi_albert_graph_100,257.65655435094214
4162,0.14,0.9500000000000001,100,3,barabasi_albert_graph_100,257.979113644735
4163,0.14,0.9400000000000001,100,3,barabasi_albert_graph_100,257.97966526900467
4165,0.14,0.92,100,3,barabasi_albert_graph_100,258.1439818872704
4040,0.18,0.19,100,3,barabasi_albert_graph_100,258.5468563395752
4164,0.14,0.93,100,3,barabasi_albert_graph_100,258.61215391749505
4120,0.16,0.38,100,3,barabasi_albert_graph_100,258.6509676705716
4119,0.16,0.39,100,3,barabasi_albert_graph_100,258.6551907314209
4354,0.12,0.02,100,3,barabasi_albert_graph_100,258.8649781702363
4168,0.14,0.89,100,3,barabasi_albert_graph_100,258.99226302670183
4169,0.14,0.88,100,3,barabasi_albert_graph_100,259.03287584635035
4050,0.18,0.09,100,3,barabasi_albert_graph_100,259.23437568822067
4166,0.14,0.91,100,3,barabasi_albert_graph_100,259.45012860040987
4170,0.14,0.87,100,3,barabasi_albert_graph_100,259.47393525539917
4172,0.14,0.85,100,3,barabasi_albert_graph_100,259.5260028472025
4167,0.14,0.9,100,3,barabasi_albert_graph_100,259.6265809551509
4122,0.16,0.36,100,3,barabasi_albert_graph_100,259.7628208133779
4043,0.18,0.16,100,3,barabasi_albert_graph_100,259.78033620142054
4042,0.18,0.17,100,3,barabasi_albert_graph_100,259.92509275972924
4171,0.14,0.86,100,3,barabasi_albert_graph_100,260.1070489684525
4041,0.18,0.18,100,3,barabasi_albert_graph_100,260.1541259153297
4183,0.14,0.74,100,3,barabasi_albert_graph_100,260.2686481902291
4182,0.14,0.75,100,3,barabasi_albert_graph_100,260.3410928289743
4049,0.18,0.1,100,3,barabasi_albert_graph_100,260.4853901114964
4177,0.14,0.8,100,3,barabasi_albert_graph_100,260.5894058889165
4123,0.16,0.35000000000000003,100,3,barabasi_albert_graph_100,260.6403947676096
4047,0.18,0.12,100,3,barabasi_albert_graph_100,260.7373863015901
4181,0.14,0.76,100,3,barabasi_albert_graph_100,260.7842904659829
4176,0.14,0.81,100,3,barabasi_albert_graph_100,260.98023797863436
4046,0.18,0.13,100,3,barabasi_albert_graph_100,261.05161588054983
4174,0.14,0.8300000000000001,100,3,barabasi_albert_graph_100,261.22748706826394
4178,0.14,0.79,100,3,barabasi_albert_graph_100,261.2393980182221
4186,0.14,0.71,100,3,barabasi_albert_graph_100,261.25138203535806
4175,0.14,0.8200000000000001,100,3,barabasi_albert_graph_100,261.2601856682044
4180,0.14,0.77,100,3,barabasi_albert_graph_100,261.2778509262034
4124,0.16,0.34,100,3,barabasi_albert_graph_100,261.2904219740644
4179,0.14,0.78,100,3,barabasi_albert_graph_100,261.3635546366549
4173,0.14,0.84,100,3,barabasi_albert_graph_100,261.4005326343817
4044,0.18,0.15,100,3,barabasi_albert_graph_100,261.61098541977873
4184,0.14,0.73,100,3,barabasi_albert_graph_100,261.6419749904879
4151,0.16,0.07,100,3,barabasi_albert_graph_100,261.97131375547445
4185,0.14,0.72,100,3,barabasi_albert_graph_100,261.99142675344876
4187,0.14,0.7000000000000001,100,3,barabasi_albert_graph_100,262.18620805127733
4188,0.14,0.6900000000000001,100,3,barabasi_albert_graph_100,262.2739026285307
4045,0.18,0.14,100,3,barabasi_albert_graph_100,262.4315588432974
4253,0.14,0.04,100,3,barabasi_albert_graph_100,262.45720530285433
4048,0.18,0.11,100,3,barabasi_albert_graph_100,262.8980059613643
4189,0.14,0.68,100,3,barabasi_albert_graph_100,263.1241444349328
4125,0.16,0.33,100,3,barabasi_albert_graph_100,263.6579660790151
4190,0.14,0.67,100,3,barabasi_albert_graph_100,263.65833077036535
4127,0.16,0.31,100,3,barabasi_albert_graph_100,263.67698770684154
4126,0.16,0.32,100,3,barabasi_albert_graph_100,263.6984583251804
4193,0.14,0.64,100,3,barabasi_albert_graph_100,263.7040153132062
4192,0.14,0.65,100,3,barabasi_albert_graph_100,263.74009642361636
4129,0.16,0.29,100,3,barabasi_albert_graph_100,264.0867573064113
4191,0.14,0.66,100,3,barabasi_albert_graph_100,264.2091391885777
4252,0.14,0.05,100,3,barabasi_albert_graph_100,264.3316390154901
4194,0.14,0.63,100,3,barabasi_albert_graph_100,264.6865054245232
4128,0.16,0.3,100,3,barabasi_albert_graph_100,264.8930989024702
4195,0.14,0.62,100,3,barabasi_albert_graph_100,264.9370752577937
4197,0.14,0.6,100,3,barabasi_albert_graph_100,265.3629879704692
4132,0.16,0.26,100,3,barabasi_albert_graph_100,265.4766685388031
4196,0.14,0.61,100,3,barabasi_albert_graph_100,265.70547604443533
4198,0.14,0.59,100,3,barabasi_albert_graph_100,265.7080960522135
4201,0.14,0.56,100,3,barabasi_albert_graph_100,266.1328904600395
4131,0.16,0.27,100,3,barabasi_albert_graph_100,266.4639533999645
4200,0.14,0.5700000000000001,100,3,barabasi_albert_graph_100,266.56412130898406
4199,0.14,0.58,100,3,barabasi_albert_graph_100,266.7376123574511
4130,0.16,0.28,100,3,barabasi_albert_graph_100,266.99551998546286
4135,0.16,0.23,100,3,barabasi_albert_graph_100,267.5328592327133
4136,0.16,0.22,100,3,barabasi_albert_graph_100,267.5555441974044
4134,0.16,0.24,100,3,barabasi_albert_graph_100,267.783422822365
4207,0.14,0.5,100,3,barabasi_albert_graph_100,267.90282394353943
4150,0.16,0.08,100,3,barabasi_albert_graph_100,268.0249557841152
4133,0.16,0.25,100,3,barabasi_albert_graph_100,268.3512766735193
4206,0.14,0.51,100,3,barabasi_albert_graph_100,268.40378594142874
4202,0.14,0.55,100,3,barabasi_albert_graph_100,268.71925584434484
4203,0.14,0.54,100,3,barabasi_albert_graph_100,268.7948602988475
4204,0.14,0.53,100,3,barabasi_albert_graph_100,268.8317746787442
4208,0.14,0.49,100,3,barabasi_albert_graph_100,269.0858170232629
4209,0.14,0.48,100,3,barabasi_albert_graph_100,269.2487411584028
4205,0.14,0.52,100,3,barabasi_albert_graph_100,269.32305451317694
4138,0.16,0.2,100,3,barabasi_albert_graph_100,269.6459644679411
4137,0.16,0.21,100,3,barabasi_albert_graph_100,269.75967937292745
4145,0.16,0.13,100,3,barabasi_albert_graph_100,271.1727380216416
4213,0.14,0.44,100,3,barabasi_albert_graph_100,271.28850666062846
4142,0.16,0.16,100,3,barabasi_albert_graph_100,271.3680866674238
4212,0.14,0.45,100,3,barabasi_albert_graph_100,271.43452249115256
4211,0.14,0.46,100,3,barabasi_albert_graph_100,271.8791445307441
4149,0.16,0.09,100,3,barabasi_albert_graph_100,271.91623427360577
4140,0.16,0.18,100,3,barabasi_albert_graph_100,271.9216799006655
4139,0.16,0.19,100,3,barabasi_albert_graph_100,272.1043493277476
4144,0.16,0.14,100,3,barabasi_albert_graph_100,272.10883003793793
4210,0.14,0.47000000000000003,100,3,barabasi_albert_graph_100,272.1454220986103
4148,0.16,0.1,100,3,barabasi_albert_graph_100,272.21062263791816
4141,0.16,0.17,100,3,barabasi_albert_graph_100,272.8491129938642
4251,0.14,0.06,100,3,barabasi_albert_graph_100,272.9897997530874
4214,0.14,0.43,100,3,barabasi_albert_graph_100,273.1683054033229
4147,0.16,0.11,100,3,barabasi_albert_graph_100,273.3989055180389
4143,0.16,0.15,100,3,barabasi_albert_graph_100,275.04749240253597
4215,0.14,0.42,100,3,barabasi_albert_graph_100,275.05377096683645
4146,0.16,0.12,100,3,barabasi_albert_graph_100,275.20323958290004
4216,0.14,0.41000000000000003,100,3,barabasi_albert_graph_100,275.61334398866717
4217,0.14,0.4,100,3,barabasi_albert_graph_100,276.1421595984436
4218,0.14,0.39,100,3,barabasi_albert_graph_100,276.7596013204906
4222,0.14,0.35000000000000003,100,3,barabasi_albert_graph_100,276.9195939951912
4223,0.14,0.34,100,3,barabasi_albert_graph_100,277.1354570214023
4353,0.12,0.03,100,3,barabasi_albert_graph_100,277.1876759387179
4220,0.14,0.37,100,3,barabasi_albert_graph_100,277.2107501522984
4221,0.14,0.36,100,3,barabasi_albert_graph_100,277.444492022902
4454,0.1,0.01,100,3,barabasi_albert_graph_100,277.6999349048427
4219,0.14,0.38,100,3,barabasi_albert_graph_100,278.76023610043313
4257,0.12,0.99,100,3,barabasi_albert_graph_100,279.4405537443037
4260,0.12,0.96,100,3,barabasi_albert_graph_100,279.50092885493103
4224,0.14,0.33,100,3,barabasi_albert_graph_100,279.5644276920246
4266,0.12,0.9,100,3,barabasi_albert_graph_100,279.67831796272935
4261,0.12,0.9500000000000001,100,3,barabasi_albert_graph_100,279.75412281281797
4259,0.12,0.97,100,3,barabasi_albert_graph_100,279.9184084418447
4225,0.14,0.32,100,3,barabasi_albert_graph_100,279.96535499950704
4265,0.12,0.91,100,3,barabasi_albert_graph_100,279.97396857015667
4258,0.12,0.98,100,3,barabasi_albert_graph_100,280.0139694317465
4262,0.12,0.9400000000000001,100,3,barabasi_albert_graph_100,280.15893840681
4250,0.14,0.07,100,3,barabasi_albert_graph_100,280.2119801974103
4263,0.12,0.93,100,3,barabasi_albert_graph_100,280.25054724437064
4226,0.14,0.31,100,3,barabasi_albert_graph_100,280.4165171257269
4264,0.12,0.92,100,3,barabasi_albert_graph_100,280.51223749529254
4267,0.12,0.89,100,3,barabasi_albert_graph_100,280.63219838292036
4227,0.14,0.3,100,3,barabasi_albert_graph_100,280.83112910951144
4268,0.12,0.88,100,3,barabasi_albert_graph_100,281.11689328873086
4228,0.14,0.29,100,3,barabasi_albert_graph_100,281.2880948559542
4269,0.12,0.87,100,3,barabasi_albert_graph_100,281.39043502414387
4229,0.14,0.28,100,3,barabasi_albert_graph_100,281.8034639739056
4271,0.12,0.85,100,3,barabasi_albert_graph_100,281.8954388803382
4270,0.12,0.86,100,3,barabasi_albert_graph_100,282.14791538100394
4272,0.12,0.84,100,3,barabasi_albert_graph_100,282.17014779684314
4273,0.12,0.8300000000000001,100,3,barabasi_albert_graph_100,282.74561820722283
4276,0.12,0.8,100,3,barabasi_albert_graph_100,282.7555073258113
4275,0.12,0.81,100,3,barabasi_albert_graph_100,282.8305690147916
4277,0.12,0.79,100,3,barabasi_albert_graph_100,282.85739815728294
4274,0.12,0.8200000000000001,100,3,barabasi_albert_graph_100,282.98075498575463
4282,0.12,0.74,100,3,barabasi_albert_graph_100,283.0066457496388
4279,0.12,0.77,100,3,barabasi_albert_graph_100,283.13505882963614
4232,0.14,0.25,100,3,barabasi_albert_graph_100,283.44302100042285
4278,0.12,0.78,100,3,barabasi_albert_graph_100,283.4484080039964
4283,0.12,0.73,100,3,barabasi_albert_graph_100,283.4547990013982
4280,0.12,0.76,100,3,barabasi_albert_graph_100,283.6390447246424
4281,0.12,0.75,100,3,barabasi_albert_graph_100,283.8886428486732
4249,0.14,0.08,100,3,barabasi_albert_graph_100,284.1007540671768
4233,0.14,0.24,100,3,barabasi_albert_graph_100,284.4127012202244
4235,0.14,0.22,100,3,barabasi_albert_graph_100,284.48124177716346
4284,0.12,0.72,100,3,barabasi_albert_graph_100,284.6339619716739
4288,0.12,0.68,100,3,barabasi_albert_graph_100,284.7480802933871
4286,0.12,0.7000000000000001,100,3,barabasi_albert_graph_100,284.7624245955538
4289,0.12,0.67,100,3,barabasi_albert_graph_100,284.81331267502765
4231,0.14,0.26,100,3,barabasi_albert_graph_100,284.83281196033363
4234,0.14,0.23,100,3,barabasi_albert_graph_100,284.86497476199816
4290,0.12,0.66,100,3,barabasi_albert_graph_100,284.88600959250084
4230,0.14,0.27,100,3,barabasi_albert_graph_100,284.99277993553557
4285,0.12,0.71,100,3,barabasi_albert_graph_100,285.0664429972018
4287,0.12,0.6900000000000001,100,3,barabasi_albert_graph_100,285.0806633487873
4291,0.12,0.65,100,3,barabasi_albert_graph_100,285.2359077621944
4292,0.12,0.64,100,3,barabasi_albert_graph_100,285.76055064982694
4352,0.12,0.04,100,3,barabasi_albert_graph_100,286.766281141978
4237,0.14,0.2,100,3,barabasi_albert_graph_100,286.9663073227614
4248,0.14,0.09,100,3,barabasi_albert_graph_100,287.34253212713
4293,0.12,0.63,100,3,barabasi_albert_graph_100,287.399868850674
4294,0.12,0.62,100,3,barabasi_albert_graph_100,288.4156989219127
4300,0.12,0.56,100,3,barabasi_albert_graph_100,288.6422859367096
4242,0.14,0.15,100,3,barabasi_albert_graph_100,289.02581731901233
4243,0.14,0.14,100,3,barabasi_albert_graph_100,289.27761486423117
4296,0.12,0.6,100,3,barabasi_albert_graph_100,289.4987843736933
4239,0.14,0.18,100,3,barabasi_albert_graph_100,289.54264997379255
4236,0.14,0.21,100,3,barabasi_albert_graph_100,289.5525460483415
4301,0.12,0.55,100,3,barabasi_albert_graph_100,289.5841713693832
4238,0.14,0.19,100,3,barabasi_albert_graph_100,289.75668838102507
4299,0.12,0.5700000000000001,100,3,barabasi_albert_graph_100,289.86714463433333
4295,0.12,0.61,100,3,barabasi_albert_graph_100,289.9101584974214
4246,0.14,0.11,100,3,barabasi_albert_graph_100,289.9563229708385
4247,0.14,0.1,100,3,barabasi_albert_graph_100,290.0273727134681
4244,0.14,0.13,100,3,barabasi_albert_graph_100,290.05438482092654
4297,0.12,0.59,100,3,barabasi_albert_graph_100,290.1981683661648
4303,0.12,0.53,100,3,barabasi_albert_graph_100,290.3141269516389
4240,0.14,0.17,100,3,barabasi_albert_graph_100,290.5005362102823
4304,0.12,0.52,100,3,barabasi_albert_graph_100,290.51099542278683
4302,0.12,0.54,100,3,barabasi_albert_graph_100,290.8768441480663
4298,0.12,0.58,100,3,barabasi_albert_graph_100,290.8998638178278
4241,0.14,0.16,100,3,barabasi_albert_graph_100,291.1134328216937
4306,0.12,0.5,100,3,barabasi_albert_graph_100,291.27980204079216
4453,0.1,0.02,100,3,barabasi_albert_graph_100,291.33212609032273
4305,0.12,0.51,100,3,barabasi_albert_graph_100,292.0849454946547
4351,0.12,0.05,100,3,barabasi_albert_graph_100,292.96443732723185
4245,0.14,0.12,100,3,barabasi_albert_graph_100,293.05117694302527
4307,0.12,0.49,100,3,barabasi_albert_graph_100,293.46468795567733
4308,0.12,0.48,100,3,barabasi_albert_graph_100,293.6244068664802
4350,0.12,0.06,100,3,barabasi_albert_graph_100,294.4259995835443
4314,0.12,0.42,100,3,barabasi_albert_graph_100,294.7731331040873
4315,0.12,0.41000000000000003,100,3,barabasi_albert_graph_100,294.8422133433928
4313,0.12,0.43,100,3,barabasi_albert_graph_100,294.9385203211523
4310,0.12,0.46,100,3,barabasi_albert_graph_100,294.94417985573006
4311,0.12,0.45,100,3,barabasi_albert_graph_100,294.98942614687314
4309,0.12,0.47000000000000003,100,3,barabasi_albert_graph_100,295.08092762182014
4316,0.12,0.4,100,3,barabasi_albert_graph_100,295.269134076797
4312,0.12,0.44,100,3,barabasi_albert_graph_100,295.3053569547187
4317,0.12,0.39,100,3,barabasi_albert_graph_100,297.0855613610846
4319,0.12,0.37,100,3,barabasi_albert_graph_100,298.1077760707462
4318,0.12,0.38,100,3,barabasi_albert_graph_100,298.6275400767781
4322,0.12,0.34,100,3,barabasi_albert_graph_100,299.37492572666497
4320,0.12,0.36,100,3,barabasi_albert_graph_100,300.02457591645083
4321,0.12,0.35000000000000003,100,3,barabasi_albert_graph_100,300.5127797103324
4323,0.12,0.33,100,3,barabasi_albert_graph_100,301.27084670927434
