,alpha,beta,m_connections,index_cases,graph,rmse
1694,0.64,0.88,100,3,barabasi_albert_graph_100,178.6659108288643
1599,0.66,0.84,100,3,barabasi_albert_graph_100,178.66778367427332
245,0.9400000000000001,0.52,100,3,barabasi_albert_graph_100,178.66784825479934
1119,0.76,0.6900000000000001,100,3,barabasi_albert_graph_100,178.66954886691713
1503,0.68,0.81,100,3,barabasi_albert_graph_100,178.69049305347028
1792,0.62,0.89,100,3,barabasi_albert_graph_100,178.70405272835438
1312,0.72,0.74,100,3,barabasi_albert_graph_100,178.70814195217855
1791,0.62,0.9,100,3,barabasi_albert_graph_100,178.7129412902585
1889,0.6,0.91,100,3,barabasi_albert_graph_100,178.7131780255726
1698,0.64,0.84,100,3,barabasi_albert_graph_100,178.719397595569
1598,0.66,0.85,100,3,barabasi_albert_graph_100,178.79913525862133
828,0.8200000000000001,0.63,100,3,barabasi_albert_graph_100,178.8067500016536
635,0.86,0.58,100,3,barabasi_albert_graph_100,178.81746171832498
1793,0.62,0.88,100,3,barabasi_albert_graph_100,178.82535528360538
1695,0.64,0.87,100,3,barabasi_albert_graph_100,178.83410877553104
1505,0.68,0.79,100,3,barabasi_albert_graph_100,178.8343883640349
2079,0.56,0.99,100,3,barabasi_albert_graph_100,178.86038818457948
49,0.98,0.5,100,3,barabasi_albert_graph_100,178.8727523645274
732,0.84,0.6,100,3,barabasi_albert_graph_100,178.90091800082655
538,0.88,0.56,100,3,barabasi_albert_graph_100,178.92232951758706
1601,0.66,0.8200000000000001,100,3,barabasi_albert_graph_100,178.93245395098978
1409,0.7000000000000001,0.76,100,3,barabasi_albert_graph_100,178.96482249958424
1314,0.72,0.72,100,3,barabasi_albert_graph_100,179.01188185747293
1022,0.78,0.67,100,3,barabasi_albert_graph_100,179.02060474447327
1120,0.76,0.68,100,3,barabasi_albert_graph_100,179.03918780320348
1410,0.7000000000000001,0.75,100,3,barabasi_albert_graph_100,179.0617426819802
1696,0.64,0.86,100,3,barabasi_albert_graph_100,179.07920465107483
1411,0.7000000000000001,0.74,100,3,barabasi_albert_graph_100,179.09284227418513
1504,0.68,0.8,100,3,barabasi_albert_graph_100,179.12842406411193
2080,0.56,0.98,100,3,barabasi_albert_graph_100,179.13864420094802
829,0.8200000000000001,0.62,100,3,barabasi_albert_graph_100,179.14003976262217
1985,0.58,0.9400000000000001,100,3,barabasi_albert_graph_100,179.15850309368304
1600,0.66,0.8300000000000001,100,3,barabasi_albert_graph_100,179.16517948100724
50,0.98,0.49,100,3,barabasi_albert_graph_100,179.18645209776494
1602,0.66,0.81,100,3,barabasi_albert_graph_100,179.20336535301493
1697,0.64,0.85,100,3,barabasi_albert_graph_100,179.21089853534622
1507,0.68,0.77,100,3,barabasi_albert_graph_100,179.21235791866928
1794,0.62,0.87,100,3,barabasi_albert_graph_100,179.23199405325963
2082,0.56,0.96,100,3,barabasi_albert_graph_100,179.24220828468174
1506,0.68,0.78,100,3,barabasi_albert_graph_100,179.3229145767704
1217,0.74,0.7000000000000001,100,3,barabasi_albert_graph_100,179.32379395083933
733,0.84,0.59,100,3,barabasi_albert_graph_100,179.3441255927146
1890,0.6,0.9,100,3,barabasi_albert_graph_100,179.3540332157859
2081,0.56,0.97,100,3,barabasi_albert_graph_100,179.35759296401744
246,0.9400000000000001,0.51,100,3,barabasi_albert_graph_100,179.41042333153334
1024,0.78,0.65,100,3,barabasi_albert_graph_100,179.45108611455186
1987,0.58,0.92,100,3,barabasi_albert_graph_100,179.45245781371906
2083,0.56,0.9500000000000001,100,3,barabasi_albert_graph_100,179.48363970868465
1023,0.78,0.66,100,3,barabasi_albert_graph_100,179.49422531958214
926,0.8,0.64,100,3,barabasi_albert_graph_100,179.49668949164922
636,0.86,0.5700000000000001,100,3,barabasi_albert_graph_100,179.5041675110808
343,0.92,0.53,100,3,barabasi_albert_graph_100,179.5194225618027
927,0.8,0.63,100,3,barabasi_albert_graph_100,179.5817362651336
539,0.88,0.55,100,3,barabasi_albert_graph_100,179.58505591416093
441,0.9,0.54,100,3,barabasi_albert_graph_100,179.60118211020944
1699,0.64,0.8300000000000001,100,3,barabasi_albert_graph_100,179.6225101535054
734,0.84,0.58,100,3,barabasi_albert_graph_100,179.6239233681133
1986,0.58,0.93,100,3,barabasi_albert_graph_100,179.62540080786073
830,0.8200000000000001,0.61,100,3,barabasi_albert_graph_100,179.62974740795622
1795,0.62,0.86,100,3,barabasi_albert_graph_100,179.653683941761
1892,0.6,0.88,100,3,barabasi_albert_graph_100,179.66633604460327
1315,0.72,0.71,100,3,barabasi_albert_graph_100,179.68087094795425
1603,0.66,0.8,100,3,barabasi_albert_graph_100,179.68343958623026
1218,0.74,0.6900000000000001,100,3,barabasi_albert_graph_100,179.73219393993259
1891,0.6,0.89,100,3,barabasi_albert_graph_100,179.7953965355749
344,0.92,0.52,100,3,barabasi_albert_graph_100,179.833020840488
2178,0.54,0.99,100,3,barabasi_albert_graph_100,179.86206253254613
1025,0.78,0.64,100,3,barabasi_albert_graph_100,179.87189886138412
148,0.96,0.5,100,3,barabasi_albert_graph_100,179.87542697869887
1604,0.66,0.79,100,3,barabasi_albert_graph_100,179.90057082904264
637,0.86,0.56,100,3,barabasi_albert_graph_100,179.97504100462203
1412,0.7000000000000001,0.73,100,3,barabasi_albert_graph_100,180.02177218752865
1988,0.58,0.91,100,3,barabasi_albert_graph_100,180.03286024843013
149,0.96,0.49,100,3,barabasi_albert_graph_100,180.04012373314498
1508,0.68,0.76,100,3,barabasi_albert_graph_100,180.0787861764101
51,0.98,0.48,100,3,barabasi_albert_graph_100,180.08292961427946
1894,0.6,0.86,100,3,barabasi_albert_graph_100,180.0920918265473
1121,0.76,0.67,100,3,barabasi_albert_graph_100,180.12973956824308
831,0.8200000000000001,0.6,100,3,barabasi_albert_graph_100,180.1583491521577
1700,0.64,0.8200000000000001,100,3,barabasi_albert_graph_100,180.21371927626546
832,0.8200000000000001,0.59,100,3,barabasi_albert_graph_100,180.2324140573029
1509,0.68,0.75,100,3,barabasi_albert_graph_100,180.23540162798207
735,0.84,0.5700000000000001,100,3,barabasi_albert_graph_100,180.26390909740343
1316,0.72,0.7000000000000001,100,3,barabasi_albert_graph_100,180.2651892671973
1606,0.66,0.77,100,3,barabasi_albert_graph_100,180.29271071915676
1796,0.62,0.85,100,3,barabasi_albert_graph_100,180.2979585190965
1122,0.76,0.66,100,3,barabasi_albert_graph_100,180.30346214518028
2179,0.54,0.98,100,3,barabasi_albert_graph_100,180.3061925639912
1893,0.6,0.87,100,3,barabasi_albert_graph_100,180.31321040387985
638,0.86,0.55,100,3,barabasi_albert_graph_100,180.37925857225636
1702,0.64,0.8,100,3,barabasi_albert_graph_100,180.39271262784084
928,0.8,0.62,100,3,barabasi_albert_graph_100,180.3952071681251
442,0.9,0.53,100,3,barabasi_albert_graph_100,180.39650772672957
247,0.9400000000000001,0.5,100,3,barabasi_albert_graph_100,180.41151677377857
2084,0.56,0.9400000000000001,100,3,barabasi_albert_graph_100,180.41166600519279
1123,0.76,0.65,100,3,barabasi_albert_graph_100,180.4389093294459
929,0.8,0.61,100,3,barabasi_albert_graph_100,180.49564239359609
1798,0.62,0.8300000000000001,100,3,barabasi_albert_graph_100,180.50359041815804
1605,0.66,0.78,100,3,barabasi_albert_graph_100,180.50642434763708
1989,0.58,0.9,100,3,barabasi_albert_graph_100,180.50819286754742
736,0.84,0.56,100,3,barabasi_albert_graph_100,180.52898765742688
1219,0.74,0.68,100,3,barabasi_albert_graph_100,180.5398954418492
2180,0.54,0.97,100,3,barabasi_albert_graph_100,180.54059846003528
833,0.8200000000000001,0.58,100,3,barabasi_albert_graph_100,180.54807584770236
1413,0.7000000000000001,0.72,100,3,barabasi_albert_graph_100,180.55131382262752
540,0.88,0.54,100,3,barabasi_albert_graph_100,180.58315791644836
2181,0.54,0.96,100,3,barabasi_albert_graph_100,180.59847090246276
1414,0.7000000000000001,0.71,100,3,barabasi_albert_graph_100,180.6567931827556
1510,0.68,0.74,100,3,barabasi_albert_graph_100,180.66262650416832
1026,0.78,0.63,100,3,barabasi_albert_graph_100,180.68342480703646
1317,0.72,0.6900000000000001,100,3,barabasi_albert_graph_100,180.73033460422144
345,0.92,0.51,100,3,barabasi_albert_graph_100,180.7791895783787
1797,0.62,0.84,100,3,barabasi_albert_graph_100,180.80008083728623
1124,0.76,0.64,100,3,barabasi_albert_graph_100,180.85714719719454
150,0.96,0.48,100,3,barabasi_albert_graph_100,180.87222434210716
2182,0.54,0.9500000000000001,100,3,barabasi_albert_graph_100,180.87966675708424
248,0.9400000000000001,0.49,100,3,barabasi_albert_graph_100,180.9009078516149
1220,0.74,0.67,100,3,barabasi_albert_graph_100,180.904947417145
443,0.9,0.52,100,3,barabasi_albert_graph_100,180.9228267266716
346,0.92,0.5,100,3,barabasi_albert_graph_100,180.92595170400514
1701,0.64,0.81,100,3,barabasi_albert_graph_100,180.94436033892168
1607,0.66,0.76,100,3,barabasi_albert_graph_100,180.96901562252202
1703,0.64,0.79,100,3,barabasi_albert_graph_100,180.98331839830306
444,0.9,0.51,100,3,barabasi_albert_graph_100,180.98820616059703
1511,0.68,0.73,100,3,barabasi_albert_graph_100,181.00569476804188
1027,0.78,0.62,100,3,barabasi_albert_graph_100,181.0074796584597
2277,0.52,0.99,100,3,barabasi_albert_graph_100,181.01011446452804
1799,0.62,0.8200000000000001,100,3,barabasi_albert_graph_100,181.0291306774856
834,0.8200000000000001,0.5700000000000001,100,3,barabasi_albert_graph_100,181.09045763417203
1318,0.72,0.68,100,3,barabasi_albert_graph_100,181.11110062398376
2085,0.56,0.93,100,3,barabasi_albert_graph_100,181.14068056029313
930,0.8,0.6,100,3,barabasi_albert_graph_100,181.17469257810052
1222,0.74,0.65,100,3,barabasi_albert_graph_100,181.19235422823235
639,0.86,0.54,100,3,barabasi_albert_graph_100,181.2325747591921
1221,0.74,0.66,100,3,barabasi_albert_graph_100,181.23268087015825
1990,0.58,0.89,100,3,barabasi_albert_graph_100,181.24738724907286
1991,0.58,0.88,100,3,barabasi_albert_graph_100,181.25067639131086
52,0.98,0.47000000000000003,100,3,barabasi_albert_graph_100,181.25320156323605
1319,0.72,0.67,100,3,barabasi_albert_graph_100,181.28485871688235
1895,0.6,0.85,100,3,barabasi_albert_graph_100,181.33926979347515
931,0.8,0.59,100,3,barabasi_albert_graph_100,181.3498743398432
541,0.88,0.53,100,3,barabasi_albert_graph_100,181.35797579542893
2278,0.52,0.98,100,3,barabasi_albert_graph_100,181.4090787313409
1028,0.78,0.61,100,3,barabasi_albert_graph_100,181.4152058761253
2183,0.54,0.9400000000000001,100,3,barabasi_albert_graph_100,181.424618802665
2279,0.52,0.97,100,3,barabasi_albert_graph_100,181.43591790958126
737,0.84,0.55,100,3,barabasi_albert_graph_100,181.43608749682033
1704,0.64,0.78,100,3,barabasi_albert_graph_100,181.48329018227716
542,0.88,0.52,100,3,barabasi_albert_graph_100,181.49350486365154
2086,0.56,0.92,100,3,barabasi_albert_graph_100,181.5900920712954
2280,0.52,0.96,100,3,barabasi_albert_graph_100,181.5917017758415
932,0.8,0.58,100,3,barabasi_albert_graph_100,181.6116736336076
53,0.98,0.46,100,3,barabasi_albert_graph_100,181.7064835217669
1608,0.66,0.75,100,3,barabasi_albert_graph_100,181.7581656191291
2087,0.56,0.91,100,3,barabasi_albert_graph_100,181.76453491769553
1029,0.78,0.6,100,3,barabasi_albert_graph_100,181.7674549866056
2186,0.54,0.91,100,3,barabasi_albert_graph_100,181.77547435482896
1125,0.76,0.63,100,3,barabasi_albert_graph_100,181.79838790856712
1415,0.7000000000000001,0.7000000000000001,100,3,barabasi_albert_graph_100,181.80120165465607
2184,0.54,0.93,100,3,barabasi_albert_graph_100,181.82151010939694
445,0.9,0.5,100,3,barabasi_albert_graph_100,181.82381582180042
2281,0.52,0.9500000000000001,100,3,barabasi_albert_graph_100,181.83714184359079
1416,0.7000000000000001,0.6900000000000001,100,3,barabasi_albert_graph_100,181.85495065277456
835,0.8200000000000001,0.56,100,3,barabasi_albert_graph_100,181.86442541291365
1800,0.62,0.81,100,3,barabasi_albert_graph_100,181.93259529498619
1896,0.6,0.84,100,3,barabasi_albert_graph_100,181.935005300921
543,0.88,0.51,100,3,barabasi_albert_graph_100,181.9375421147852
1126,0.76,0.62,100,3,barabasi_albert_graph_100,182.00450121230097
1320,0.72,0.66,100,3,barabasi_albert_graph_100,182.0079668585966
2187,0.54,0.9,100,3,barabasi_albert_graph_100,182.10058505376384
2089,0.56,0.89,100,3,barabasi_albert_graph_100,182.11855817233243
641,0.86,0.52,100,3,barabasi_albert_graph_100,182.125949656993
2090,0.56,0.88,100,3,barabasi_albert_graph_100,182.13547367064652
2185,0.54,0.92,100,3,barabasi_albert_graph_100,182.140562795289
151,0.96,0.47000000000000003,100,3,barabasi_albert_graph_100,182.149410353994
2376,0.5,0.99,100,3,barabasi_albert_graph_100,182.16009442246127
2475,0.48,0.99,100,3,barabasi_albert_graph_100,182.1618891155717
1705,0.64,0.77,100,3,barabasi_albert_graph_100,182.16311371954532
640,0.86,0.53,100,3,barabasi_albert_graph_100,182.18029953444895
1512,0.68,0.72,100,3,barabasi_albert_graph_100,182.19364170278575
347,0.92,0.49,100,3,barabasi_albert_graph_100,182.19972135417348
1223,0.74,0.64,100,3,barabasi_albert_graph_100,182.21825459512092
1514,0.68,0.7000000000000001,100,3,barabasi_albert_graph_100,182.232818120118
2575,0.46,0.98,100,3,barabasi_albert_graph_100,182.24697950435706
1417,0.7000000000000001,0.68,100,3,barabasi_albert_graph_100,182.2481402247623
2088,0.56,0.9,100,3,barabasi_albert_graph_100,182.25003956947972
1513,0.68,0.71,100,3,barabasi_albert_graph_100,182.2524664811468
2476,0.48,0.98,100,3,barabasi_albert_graph_100,182.2620893953793
2576,0.46,0.97,100,3,barabasi_albert_graph_100,182.31006976703603
1898,0.6,0.8200000000000001,100,3,barabasi_albert_graph_100,182.32911915628753
1609,0.66,0.74,100,3,barabasi_albert_graph_100,182.3657989190534
2382,0.5,0.93,100,3,barabasi_albert_graph_100,182.37022783338293
1993,0.58,0.86,100,3,barabasi_albert_graph_100,182.37697644840355
1992,0.58,0.87,100,3,barabasi_albert_graph_100,182.39785339492602
1030,0.78,0.59,100,3,barabasi_albert_graph_100,182.40133265370116
1897,0.6,0.8300000000000001,100,3,barabasi_albert_graph_100,182.42433626448656
2574,0.46,0.99,100,3,barabasi_albert_graph_100,182.44217208158358
1224,0.74,0.63,100,3,barabasi_albert_graph_100,182.46046990217656
2673,0.44,0.99,100,3,barabasi_albert_graph_100,182.4789977377797
2188,0.54,0.89,100,3,barabasi_albert_graph_100,182.49507896421164
2378,0.5,0.97,100,3,barabasi_albert_graph_100,182.5118752722261
152,0.96,0.46,100,3,barabasi_albert_graph_100,182.5491925271314
2477,0.48,0.97,100,3,barabasi_albert_graph_100,182.5644670120246
2377,0.5,0.98,100,3,barabasi_albert_graph_100,182.56608919259054
1128,0.76,0.6,100,3,barabasi_albert_graph_100,182.58351092455874
2379,0.5,0.96,100,3,barabasi_albert_graph_100,182.58506974095033
2092,0.56,0.86,100,3,barabasi_albert_graph_100,182.59623384775662
933,0.8,0.5700000000000001,100,3,barabasi_albert_graph_100,182.6083450784977
738,0.84,0.54,100,3,barabasi_albert_graph_100,182.61245218305265
2093,0.56,0.85,100,3,barabasi_albert_graph_100,182.621592791888
2282,0.52,0.9400000000000001,100,3,barabasi_albert_graph_100,182.62174021731366
2577,0.46,0.96,100,3,barabasi_albert_graph_100,182.62647882831988
54,0.98,0.45,100,3,barabasi_albert_graph_100,182.64147308951408
249,0.9400000000000001,0.48,100,3,barabasi_albert_graph_100,182.64656917327858
1226,0.74,0.61,100,3,barabasi_albert_graph_100,182.6547605140954
2674,0.44,0.98,100,3,barabasi_albert_graph_100,182.66983667472098
836,0.8200000000000001,0.55,100,3,barabasi_albert_graph_100,182.70731112481937
1031,0.78,0.58,100,3,barabasi_albert_graph_100,182.76563386774038
1321,0.72,0.65,100,3,barabasi_albert_graph_100,182.77167344910046
1127,0.76,0.61,100,3,barabasi_albert_graph_100,182.78282615842642
2283,0.52,0.93,100,3,barabasi_albert_graph_100,182.78796038453535
1801,0.62,0.8,100,3,barabasi_albert_graph_100,182.79353632740114
2189,0.54,0.88,100,3,barabasi_albert_graph_100,182.83336255054346
1610,0.66,0.73,100,3,barabasi_albert_graph_100,182.83874778697128
1515,0.68,0.6900000000000001,100,3,barabasi_albert_graph_100,182.85147398493
1995,0.58,0.84,100,3,barabasi_albert_graph_100,182.88247592374728
2676,0.44,0.96,100,3,barabasi_albert_graph_100,182.88451589417338
1225,0.74,0.62,100,3,barabasi_albert_graph_100,182.92066376101207
250,0.9400000000000001,0.47000000000000003,100,3,barabasi_albert_graph_100,182.92777052916057
2384,0.5,0.91,100,3,barabasi_albert_graph_100,182.93237506290092
2675,0.44,0.97,100,3,barabasi_albert_graph_100,182.9494045231758
2094,0.56,0.84,100,3,barabasi_albert_graph_100,182.9494045231758
2383,0.5,0.92,100,3,barabasi_albert_graph_100,182.95720390719373
1994,0.58,0.85,100,3,barabasi_albert_graph_100,182.96298490720423
2578,0.46,0.9500000000000001,100,3,barabasi_albert_graph_100,182.96451946925498
1418,0.7000000000000001,0.67,100,3,barabasi_albert_graph_100,182.9700900315509
739,0.84,0.53,100,3,barabasi_albert_graph_100,182.98991144953237
2381,0.5,0.9400000000000001,100,3,barabasi_albert_graph_100,182.9925387297778
2677,0.44,0.9500000000000001,100,3,barabasi_albert_graph_100,182.99440933032312
1706,0.64,0.76,100,3,barabasi_albert_graph_100,183.00445559939453
55,0.98,0.44,100,3,barabasi_albert_graph_100,183.00496000003767
1802,0.62,0.79,100,3,barabasi_albert_graph_100,183.01538396875483
2284,0.52,0.92,100,3,barabasi_albert_graph_100,183.0200913729251
642,0.86,0.51,100,3,barabasi_albert_graph_100,183.02734137911662
2190,0.54,0.87,100,3,barabasi_albert_graph_100,183.0479130215323
1708,0.64,0.74,100,3,barabasi_albert_graph_100,183.06841932415912
2479,0.48,0.9500000000000001,100,3,barabasi_albert_graph_100,183.08146568378538
1707,0.64,0.75,100,3,barabasi_albert_graph_100,183.08591930062192
1323,0.72,0.63,100,3,barabasi_albert_graph_100,183.09054086392928
2380,0.5,0.9500000000000001,100,3,barabasi_albert_graph_100,183.09089797987482
1129,0.76,0.59,100,3,barabasi_albert_graph_100,183.10715652106765
1611,0.66,0.72,100,3,barabasi_albert_graph_100,183.11870887067093
2091,0.56,0.87,100,3,barabasi_albert_graph_100,183.13838819529136
2579,0.46,0.9400000000000001,100,3,barabasi_albert_graph_100,183.1408033349036
1419,0.7000000000000001,0.66,100,3,barabasi_albert_graph_100,183.14193738947185
1899,0.6,0.81,100,3,barabasi_albert_graph_100,183.15436952724627
1421,0.7000000000000001,0.64,100,3,barabasi_albert_graph_100,183.1680607025648
2478,0.48,0.96,100,3,barabasi_albert_graph_100,183.1808480079811
2191,0.54,0.86,100,3,barabasi_albert_graph_100,183.20975788591443
3759,0.24,0.03,100,3,barabasi_albert_graph_100,183.22245831439233
2095,0.56,0.8300000000000001,100,3,barabasi_albert_graph_100,183.22394872018063
1612,0.66,0.71,100,3,barabasi_albert_graph_100,183.22611083660456
935,0.8,0.55,100,3,barabasi_albert_graph_100,183.23528380410042
1900,0.6,0.8,100,3,barabasi_albert_graph_100,183.24013248698046
934,0.8,0.56,100,3,barabasi_albert_graph_100,183.2437426783497
2285,0.52,0.91,100,3,barabasi_albert_graph_100,183.24544280197614
3065,0.38,0.04,100,3,barabasi_albert_graph_100,183.25900124812844
1803,0.62,0.78,100,3,barabasi_albert_graph_100,183.26231724791904
1322,0.72,0.64,100,3,barabasi_albert_graph_100,183.27102670844957
1420,0.7000000000000001,0.65,100,3,barabasi_albert_graph_100,183.27436347643473
1709,0.64,0.73,100,3,barabasi_albert_graph_100,183.27998757680513
2484,0.48,0.9,100,3,barabasi_albert_graph_100,183.2822959262569
740,0.84,0.52,100,3,barabasi_albert_graph_100,183.3303030052588
153,0.96,0.45,100,3,barabasi_albert_graph_100,183.36086739625685
1998,0.58,0.81,100,3,barabasi_albert_graph_100,183.37326371680754
2480,0.48,0.9400000000000001,100,3,barabasi_albert_graph_100,183.39497099052466
544,0.88,0.5,100,3,barabasi_albert_graph_100,183.39505487838582
446,0.9,0.49,100,3,barabasi_albert_graph_100,183.40671491775615
936,0.8,0.54,100,3,barabasi_albert_graph_100,183.41262853929197
1613,0.66,0.7000000000000001,100,3,barabasi_albert_graph_100,183.41275435895525
1901,0.6,0.79,100,3,barabasi_albert_graph_100,183.4140544904217
1516,0.68,0.68,100,3,barabasi_albert_graph_100,183.43015858065183
349,0.92,0.47000000000000003,100,3,barabasi_albert_graph_100,183.4350859820192
1807,0.62,0.74,100,3,barabasi_albert_graph_100,183.4456742052409
2192,0.54,0.85,100,3,barabasi_albert_graph_100,183.4518800876467
2581,0.46,0.92,100,3,barabasi_albert_graph_100,183.45701655449682
348,0.92,0.48,100,3,barabasi_albert_graph_100,183.47580012298417
2582,0.46,0.91,100,3,barabasi_albert_graph_100,183.5041605061774
2289,0.52,0.87,100,3,barabasi_albert_graph_100,183.51076262715492
1997,0.58,0.8200000000000001,100,3,barabasi_albert_graph_100,183.52557985615644
2583,0.46,0.9,100,3,barabasi_albert_graph_100,183.53331284286492
837,0.8200000000000001,0.54,100,3,barabasi_albert_graph_100,183.53498932817226
1710,0.64,0.72,100,3,barabasi_albert_graph_100,183.56128718726657
2483,0.48,0.91,100,3,barabasi_albert_graph_100,183.5753460906657
1804,0.62,0.77,100,3,barabasi_albert_graph_100,183.6023294640223
1805,0.62,0.76,100,3,barabasi_albert_graph_100,183.60658191654494
1614,0.66,0.6900000000000001,100,3,barabasi_albert_graph_100,183.6073779311965
2096,0.56,0.8200000000000001,100,3,barabasi_albert_graph_100,183.64087026250237
1806,0.62,0.75,100,3,barabasi_albert_graph_100,183.66214802017487
1902,0.6,0.78,100,3,barabasi_albert_graph_100,183.66612685480726
1996,0.58,0.8300000000000001,100,3,barabasi_albert_graph_100,183.6669644932203
2286,0.52,0.9,100,3,barabasi_albert_graph_100,183.66981243525024
1032,0.78,0.5700000000000001,100,3,barabasi_albert_graph_100,183.67341418104874
838,0.8200000000000001,0.53,100,3,barabasi_albert_graph_100,183.67494280762583
1518,0.68,0.66,100,3,barabasi_albert_graph_100,183.67881666732202
2195,0.54,0.8200000000000001,100,3,barabasi_albert_graph_100,183.6841561778512
2481,0.48,0.93,100,3,barabasi_albert_graph_100,183.70111594652874
2580,0.46,0.93,100,3,barabasi_albert_graph_100,183.705722033072
1033,0.78,0.56,100,3,barabasi_albert_graph_100,183.72247046522685
1711,0.64,0.71,100,3,barabasi_albert_graph_100,183.75110674705942
251,0.9400000000000001,0.46,100,3,barabasi_albert_graph_100,183.76142559977473
2585,0.46,0.88,100,3,barabasi_albert_graph_100,183.77343911206788
154,0.96,0.44,100,3,barabasi_albert_graph_100,183.78302424326355
2287,0.52,0.89,100,3,barabasi_albert_graph_100,183.79022322704262
2385,0.5,0.9,100,3,barabasi_albert_graph_100,183.80815667847403
1131,0.76,0.5700000000000001,100,3,barabasi_albert_graph_100,183.81064671599916
1903,0.6,0.77,100,3,barabasi_albert_graph_100,183.81244621791905
1227,0.74,0.6,100,3,barabasi_albert_graph_100,183.81328318955374
1324,0.72,0.62,100,3,barabasi_albert_graph_100,183.82058560538778
1808,0.62,0.73,100,3,barabasi_albert_graph_100,183.8351686450915
1130,0.76,0.58,100,3,barabasi_albert_graph_100,183.85531518853875
2486,0.48,0.88,100,3,barabasi_albert_graph_100,183.8638710484555
1517,0.68,0.67,100,3,barabasi_albert_graph_100,183.86818020611312
2488,0.48,0.86,100,3,barabasi_albert_graph_100,183.87393256501335
1615,0.66,0.68,100,3,barabasi_albert_graph_100,183.92536111569405
2482,0.48,0.92,100,3,barabasi_albert_graph_100,183.93370461203594
56,0.98,0.43,100,3,barabasi_albert_graph_100,183.95074591606559
1999,0.58,0.8,100,3,barabasi_albert_graph_100,183.9551993954381
447,0.9,0.48,100,3,barabasi_albert_graph_100,184.01174711665308
2485,0.48,0.89,100,3,barabasi_albert_graph_100,184.01448521578612
2288,0.52,0.88,100,3,barabasi_albert_graph_100,184.01883264826665
2487,0.48,0.87,100,3,barabasi_albert_graph_100,184.03739168566136
2584,0.46,0.89,100,3,barabasi_albert_graph_100,184.05981469244009
1228,0.74,0.59,100,3,barabasi_albert_graph_100,184.07788903279294
1034,0.78,0.55,100,3,barabasi_albert_graph_100,184.0803336339035
2386,0.5,0.89,100,3,barabasi_albert_graph_100,184.09485431324632
1519,0.68,0.65,100,3,barabasi_albert_graph_100,184.10500766180652
2194,0.54,0.8300000000000001,100,3,barabasi_albert_graph_100,184.107117649565
2679,0.44,0.93,100,3,barabasi_albert_graph_100,184.12938594703118
1229,0.74,0.58,100,3,barabasi_albert_graph_100,184.14154254895251
1712,0.64,0.7000000000000001,100,3,barabasi_albert_graph_100,184.16789998426813
2678,0.44,0.9400000000000001,100,3,barabasi_albert_graph_100,184.16902771430046
1904,0.6,0.76,100,3,barabasi_albert_graph_100,184.18180817208432
1905,0.6,0.75,100,3,barabasi_albert_graph_100,184.18867834579092
1809,0.62,0.72,100,3,barabasi_albert_graph_100,184.20005846487004
545,0.88,0.49,100,3,barabasi_albert_graph_100,184.22834910888338
2097,0.56,0.81,100,3,barabasi_albert_graph_100,184.23231571536562
2290,0.52,0.86,100,3,barabasi_albert_graph_100,184.23914225392372
2001,0.58,0.78,100,3,barabasi_albert_graph_100,184.24774291488828
2193,0.54,0.84,100,3,barabasi_albert_graph_100,184.25281544660314
1325,0.72,0.61,100,3,barabasi_albert_graph_100,184.2931402371275
2291,0.52,0.85,100,3,barabasi_albert_graph_100,184.31012743992954
2000,0.58,0.79,100,3,barabasi_albert_graph_100,184.34103011705068
2387,0.5,0.88,100,3,barabasi_albert_graph_100,184.34201073840148
2098,0.56,0.8,100,3,barabasi_albert_graph_100,184.38465228971742
350,0.92,0.46,100,3,barabasi_albert_graph_100,184.39462281497507
2393,0.5,0.8200000000000001,100,3,barabasi_albert_graph_100,184.41128782404584
1713,0.64,0.6900000000000001,100,3,barabasi_albert_graph_100,184.47240777625586
252,0.9400000000000001,0.45,100,3,barabasi_albert_graph_100,184.522627338763
2388,0.5,0.87,100,3,barabasi_albert_graph_100,184.5403854069722
644,0.86,0.49,100,3,barabasi_albert_graph_100,184.54278219843349
1326,0.72,0.6,100,3,barabasi_albert_graph_100,184.56130938817302
643,0.86,0.5,100,3,barabasi_albert_graph_100,184.57181216576342
2294,0.52,0.8200000000000001,100,3,barabasi_albert_graph_100,184.60787965514697
1616,0.66,0.67,100,3,barabasi_albert_graph_100,184.62704610605172
2292,0.52,0.84,100,3,barabasi_albert_graph_100,184.63608698026673
2490,0.48,0.84,100,3,barabasi_albert_graph_100,184.64323187412822
1230,0.74,0.5700000000000001,100,3,barabasi_albert_graph_100,184.66372764485263
2197,0.54,0.8,100,3,barabasi_albert_graph_100,184.68016011055855
2390,0.5,0.85,100,3,barabasi_albert_graph_100,184.68240930768775
2391,0.5,0.84,100,3,barabasi_albert_graph_100,184.68582470280128
1132,0.76,0.56,100,3,barabasi_albert_graph_100,184.70477483312078
1327,0.72,0.59,100,3,barabasi_albert_graph_100,184.71770561922528
2196,0.54,0.81,100,3,barabasi_albert_graph_100,184.73282162251348
448,0.9,0.47000000000000003,100,3,barabasi_albert_graph_100,184.7518293861754
1617,0.66,0.66,100,3,barabasi_albert_graph_100,184.7672964735747
2392,0.5,0.8300000000000001,100,3,barabasi_albert_graph_100,184.7717094562493
2002,0.58,0.77,100,3,barabasi_albert_graph_100,184.77268779190868
